183	974	17
177	480	25
185	-676	71
193	758	43
198	864	89
196	-104	52
199	-118	53
193	928	79
173	288	29
183	974	14
177	288	15
173	480	23
193	740	88
196	-994	73
184	-118	45
187	-676	75
193	78	79
189	-548	73
183	974	22
177	480	25
173	288	25
184	-146	26
196	682	80
185	-548	71
183	-676	71
195	426	90
189	-364	61
183	974	34
177	288	24
173	480	11
184	516	24
189	-482	34
172	-548	41
182	-676	58
175	-596	32
174	736	49
173	480	24
177	516	27
184	288	18
175	-780	46
183	-384	49
172	-482	27
187	-548	66
186	-374	9
194	-470	41
